claim,cleaned_claim,source_label,normalized_label,source_category
التقاط صورة لحيوان نادر وغريب في جبال البابور الجزائرية.,تقاط صورة حيوان نادر غريب جبل بابور جزايري,مضلل,Partly-false,علوم
دولة السودان تقرر استئناف الدراسة الجامعية رغم أزمة فايروس كورونا المستجد (كوفيد-19) في البلاد.,دولة سودان تقرر استيناف دراس جامعي رغم ازم ايروس ورو مستجد يد تسعة وعشرة بلد,مشكوك فيه,Partly-false,أخبار
الشرطة الأمريكية تقتل مواطنا أسود آخر بالرصاص (فيديو),شرط امريكي قتل مواطن اسود آخر رصاص يديو,misleading-title,False,سياسي
.مرت 10 سنوات منذ أن أطلقت قوات الأمن النار على شخص ما,مر عشرة سنة أطلق قوة أمن نار شخص,مضلل,Partly-false,أخبار
نشطاء ونقابيون تونسيّون ينفذون إضراباً عاماً للمطالبة بإقالة رئيس مجلس نواب الشعب، راشد الغنوشي.,ناشط نقابي تونسي نفذ إضراب عام مطلب أقال رييس مجلس نائب شعب راشد غنوش,مضلل,Partly-false,سياسة
عامل نظافة مصري توفي أثناء أداء عمله، وكان لا يعلم أنه مُصاب بفايروس كورونا المستجد (كوفيد_19),عامل نظاف مصر وفى أثناء أداء عمل علم مصاب فايروس ورو مستجد يد  تسعة وعشرة,مضلل,Partly-false,أخبار
أمريكا: سرقة بنك وتوزيع النقود على الناس (فيديو),أمريكا سرق بنك توزيع نقد ناس يديو,misleading-title,False,اجتماعي
بيانو ذهبي سُرق من قصر صدام حسين يظهر وراء ملكة بريطانيا أثناء خطابٍ لها.,يانو ذهب سرق قصر صدام حس ظهر راء ملك ريطانيا أثناء خطاب,زائف,False,أخبار
"الرئيس التركي رجب طيب أردوغان، يقول إنّ سورة الفتح نزلت أثناء فتح"" قسطنطينية"" وليس عند فتح مكّة.",رييس ترك رجب طيب اردوغان قال سور فتح نزل أثناء فتح قسطنطين فتح مك,مضلل,Partly-false,سياسة
رجال الشرطة في عدد من الولايات الأمريكية يشاركون المحتجين في صلاتهم,رجل شرط عدد ولاية امريكي شارك محتج صلاة,correct,True,اجتماعي
فيديو يصوّر كيف رفع متظاهرون في الولايات المتحدة صور قاسم سليماني وأبو مهدي المهندس.,يديو صور رفع متظاهر ولاية متحد صورة قاسم سليمان أبو مهد مهندس,مضلل,Partly-false,سياسة
فيديو اقتحام بنك في أميركا وتوزيع الأموال على المتظاهرين.,يديو اقتحام بنك اميركا توزيع أموال متظاهر,مضلل,Partly-false,أخبار
رجال من الشرطة الأميركية يركعون من أمام مراكزهم في مدن مختلفة، اعتذاراً للمتظاهرين على إثر مقتل رجل من أصل أفريقي.,رجل شرط أميركي ركع مركز مدينة مختلف اعتذار متظاهر اثر مقتل رجل أصل افريق,صحيح,True,أخبار
إصابة الممثل المصري أمير كرارة بفايروس كورونا (كوفيد-19).,أصاب ممثل مصر أمير رار فايروس ورو يد تسعة وعشرة,زائف,False,ثقافة وفن
تنبؤات مسلسل سيمبسون على ما يحدث الآن في أميركا,نبا مسلسل سيمبسون حدث اميركا,زائف,False,أخبار
المغرب يدرس إمكانية إلغاء عيد الأضحى المبارك بسبب فايروس كورونا المستجدّ (كوفيد-19).,مغرب درس امكاني غاء عيد اضح مبارك ايروس ورو مستجد يد تسعة وعشرة,مضلل,Partly-false,روحانيات ودين
تدمير الفرقاطة التركية (مراد بك) في ميناء طرابلس البحري أمام سواحل ليبيا.,تدمير فرقاط تركي مراد ميناء طرابلس بحر ساحل يبي,زائف,False,سياسة
دخول المتظاهرين للبيت الأبيض وهروب جماعي لترامب وحكومته (فيديو),دخول متظاهر بيت ابيض هروب جماع ترامب حكومة يديو,misleading-title,False,سياسي
إصابة الفنان أمير كرارة بفيروس كورونا,أصاب فنان أمير رار فيروس ورو,fake,False,اجتماعي
أمريكا : الشرطة تطارد شخص سرق دبابة (فيديو),أمريكا شرط طارد شخص سرق دباب يديو,misleading-title,False,اجتماعي
أول صورة رنين مغناطيسي توضح ال mother child bond.. أو العلاقه بين الأم وطفلها.. الصورة لعالمة الأعصاب الأميركية ريبيكا واتسون وهى تقبل طفلها في شهره الثاني,أول صورة رن مغناطيس وضح ال    علاق ام طفل صورة عالم أعصاب أميركي ريبيكا اتسون أقبل طفل شهر ثاني,خطأ,False,science
صور للمخرج الأميركي كوينتين تارانتينو، يحتج ضدّ مقتل جورج فلويد، الأميركي من أصول أفريقية على يد شرطي.,صورة مخرج امير ينت تارانتينو احتج ضد مقتل جورج لويد امير أصول افريقي يد شرط,مضلل,Partly-false,ثقافة وفن
"ملايين من حشرة ""الزيز""، Cicadas، تستعد للخروج من تحت الأرض خلال أشهر قليلة",ملاي حشر زيز  استعد خروج أرض أشهر قليل,correct,True,علوم
جلسة تصوير لخطبة طبيبة ومريضها بعد تعافيه من فيروس كورونا,جلس تصوير خطب طبيب مريض تعافي يروس ورو,خطأ,False,health
.قانون كيرز للمساعدة والإنعاش والأمان الاقتصادي في ظل جائحة فايروس كورونا المستجد (كوفيد_19) تم تقديمه إلى مجلس النواب الأميركي، قبل أن يتم اكتشاف الفايروس بعامٍ,قانون يرز مساعد إنعاش أمان اقتصاد ظل جايح ايروس ورو مستجد يد  تسعة وعشرة تم تقديم مجلس نائب امير تم اكتشاف فايروس عام,مضلل,Partly-false,أخبار
فاطمة المسدي تتهم حركة النهضة بالوقوف وراء أعمال الشغب، في مدينة بروكلين بالولايات المتحدة الأميركية.,اطم مسد اتهم حرك نهض وقوف راء أعمال شغب مدين روكل ولاية متحد أميركي,زائف,False,سياسة
فيديو يصوّر الشرطة الأميركية وهي تطارد مواطناً سرق دبابة.,يديو صور شرط أميركي طارد مواطن سرق دباب,مضلل,Partly-false,سياسة
قناة الجزيرة تفبرك مقاطع فيديو على أنها لحالات مصابة بفايروس كورونا المستجد في مصر.,قنا جزير تفبرك مقطع يديو ان حالة مصاب فايروس ورو مستجد مصر,مضلل,Partly-false,سياسة
قتل أردني خمسة من عناصر الأمن بعد منعه من إسعاف ابنته إلى المشفى، وتوفيت إثر ذلك.,قتل اردن خمس عنصر أمن منع إسعاف ابنة مشف توفى اثر,زائف,False,أخبار
سيمبسون يتنبأ بمقتل جورج فلويد و حريق مبنى الشرطة,سيمبسون يتنبا مقتل جورج لويد حريق مبن شرط,misleading-title,False,اجتماعي
إعادة فتح المساجد في المملكة المغربيّة يوم 4 يونيو/ حزيران من العام الجاري، بعد قرار إغلاقها منذ أكثر من شهرين؛ بسبب تفشي فايروس كورونا (كوفيد-19).,أعاد فتح مسجد مملك مغربي يوم أربعة عام جار قرار إغلاق شهر تفشي ايروس ورو يد تسعة وعشرة,زائف,False,روحانيات ودين
هاتي ماكدانيل أول أميركية من أصول إفريقية تحصل على الأوسكار، منعوها من حضور الحفل مع الفائزين وسلموها الجائزة في غرفة منفصلة لأسباب عنصرية.,ماكدانيل أول أميركي أصول افريقي حصل أوسكار منعو حضور حفل فايز سلمو جايز غرفة منفصل أسباب عنصر,زائف,False,ثقافة وفن
صورة تُظهر مؤيدي ترامب أمام البيت الأبيض في العاصمة واشنطن.,صورة ظهر مويد ترامب بيت ابيض عاصم اشنطن,مضلل,Partly-false,سياسة
دواء الباراسيتامول متداول في الصيدليات يحوي فايروس قاتل، يموت الشخص بعد تناوله بخمسة أيام.,دواء باراسيتامول متداول صيدلي يحو ايروس قاتل مات شخص تناول خمس أيام,زائف,False,صحة
